condition,kind,gap,rep_strength,info_level,round,lambda_hat,lambda_lo,lambda_hi,bayes_w,oracle
gap2.0_strong_lean,rep,2.0,strong,lean,15,0.5535573141783476,0.49388159567929546,0.6107362824917353,0.6875483373562977,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,16,0.5695959077908586,0.5370574743459418,0.6071428929711868,0.6965826087816402,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,1,0.24958554863010962,0.23162812225601104,0.27001623374602374,0.10000000000000002,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,2,0.5957080719223317,0.5244734020525114,0.6690993859417325,0.2601908726648657,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,3,0.6478536645922877,0.6279823961918238,0.6824361303403973,0.36220952347453406,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,4,0.6707009335216096,0.5674698040408874,0.7455604445711753,0.45618104795116904,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,5,0.6407328918056105,0.501145797347715,0.756800872246344,0.5191454403110911,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,6,0.6633550560823959,0.5543666578558235,0.7598153632407219,0.5432067209212883,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,7,0.6970653045969455,0.6657966148623157,0.7255701298986347,0.5691088183521491,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,8,0.657139390407937,0.6155970769378568,0.6969280706456525,0.5999292165168384,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,9,0.6681950364433258,0.6412616891861641,0.692377397750999,0.6143994477334934,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,10,0.6826286929476688,0.6535752246264795,0.7145028667918331,0.6356728228110262,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,11,0.6847493885285388,0.6593441119402071,0.7093498325209018,0.6480373831307762,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,12,0.7022233799766914,0.6439997637305871,0.7517655953688006,0.65848942920378,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,13,-0.37372366230463955,-3.920230601938275,0.701431872331597,0.6685936251949471,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,14,0.6456426962384187,0.5857454027471274,0.697428424100446,0.6816406925572515,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,15,0.6331059803502763,0.5653288785314324,0.6971828282027844,0.6875483373562977,0.7999999999999999
gap2.0_moderate_self_history,info,2.0,moderate,self_history,16,0.654427386020875,0.612870101241814,0.6899953081627032,0.6965826087816402,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,1,0.24577077762878977,0.2216981055058117,0.27084959311768375,0.10000000000000002,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,2,0.6909338255446545,0.567542995710719,0.7959845567284654,0.2601908726648657,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,3,0.7772065173770168,0.7373288076662651,0.8140731662567541,0.36220952347453406,0.7999999999999999
